time,AirFlow,Air_Flow_Diff,ClgPct,Cooling_Stg_Cmd,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,Heating_Stg_Cmd,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmSp,RmTemp,Room_Temperature_Diff,SaTmp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp,VAV_Temperature_Diff,oppMode
2025-01-29 06:15:00,533.25,16.949999999999932,0.0,,49.333333333333336,91.46,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.86333333333333,-10.059999999999988,,67.0,69.0,85.0,68.0,,
2025-01-29 06:30:00,536.08,-16.960000000000036,0.0,,49.166666666666664,91.44,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.81,-10.059999999999988,,67.0,69.0,85.0,68.0,,
2025-01-29 06:45:00,547.3766666666667,-4.240000000000009,0.0,,49.166666666666664,91.46999999999998,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.76666666666667,-10.179999999999993,,67.0,69.0,85.0,68.0,,
2025-01-29 07:00:00,533.9566666666666,21.17999999999995,0.0,,49.166666666666664,91.46,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.73333333333333,-10.309999999999988,,67.0,69.0,85.0,68.0,,
2025-01-29 07:15:00,537.49,4.2299999999999045,0.0,,49.333333333333336,91.42999999999999,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.49333333333334,-10.329999999999998,,67.0,69.0,85.0,68.0,,
2025-01-29 07:30:00,540.3133333333334,-4.240000000000009,0.0,,49.333333333333336,91.28666666666668,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.51333333333334,-9.47999999999999,,67.0,69.0,85.0,68.0,,
2025-01-29 07:45:00,538.9033333333333,8.469999999999914,0.0,,49.333333333333336,91.34666666666668,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.39999999999999,-8.86999999999999,,67.0,69.0,85.0,68.0,,
2025-01-29 08:00:00,544.5533333333333,-19.07000000000005,0.0,,49.5,91.34333333333332,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.36999999999999,-8.530000000000001,,67.0,69.0,85.0,68.0,,
2025-01-29 08:15:00,527.6,-4.240000000000009,0.0,,49.5,91.38666666666666,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.34666666666668,-9.25,,67.0,69.0,85.0,68.0,,
2025-01-29 08:30:00,539.6066666666667,-14.840000000000032,0.0,,49.5,91.42333333333333,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.76,-9.899999999999991,,67.0,69.0,85.0,68.0,,
2025-01-29 08:45:00,549.4966666666666,6.349999999999909,0.0,,49.5,91.32333333333334,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.34666666666666,-8.86999999999999,,67.0,69.0,85.0,68.0,,
2025-01-29 09:00:00,537.4933333333333,16.949999999999932,0.0,,49.5,91.21,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.00666666666667,-9.769999999999996,,67.0,69.0,85.0,68.0,,
2025-01-29 09:15:00,534.6666666666666,-2.1200000000000045,0.0,,49.833333333333336,91.31,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.74666666666667,-10.149999999999991,,67.0,69.0,85.0,68.0,,
2025-01-29 09:30:00,541.7233333333334,-6.360000000000014,0.0,,49.833333333333336,91.33999999999999,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.66000000000001,-10.329999999999998,,67.0,69.0,85.0,68.0,,
2025-01-29 09:45:00,542.43,-14.840000000000032,0.0,,50.333333333333336,91.33999999999999,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.56666666666666,-10.349999999999994,,67.0,69.0,85.0,68.0,,
2025-01-29 10:00:00,540.3166666666667,4.2299999999999045,0.0,,50.0,91.14333333333333,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.55666666666666,-10.349999999999994,,67.0,69.0,85.0,68.0,,
2025-01-29 10:15:00,542.4366666666666,-2.1200000000000045,0.0,,50.333333333333336,91.04,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.46333333333332,-10.469999999999999,,67.0,69.0,85.0,68.0,,
2025-01-29 10:30:00,542.4333333333333,0.0,0.0,,50.5,91.04666666666667,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.23666666666666,-10.61999999999999,,67.0,69.0,85.0,68.0,,
2025-01-29 10:45:00,533.25,10.589999999999918,0.0,,50.333333333333336,90.91333333333334,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.23,-10.739999999999995,,67.0,69.0,85.0,68.0,,
